取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-21,2491,バリューコマース,東P,483,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2492,インフォマート,東P,590,-15.0 (-2.48%) ,11.0,69.49,16.7,15.21,0.00,138.92,(連),0.92,12.62,0.99,-0.49,4.96,16.91
2026-08-21,2493,イーサポートリンク,東S,949,+3.0 (+0.32%) ,1.13,28.61,4.1,2.18,0.00,-13.74,(連),0.53,,,,,
2026-08-21,2497,ユナイテッド,東G,529,+3.0 (+0.57%) ,,,,,,,,,,,,,
2026-08-21,2498,オリエンタルコンサルタンツＨＤ,東S,"3,310",+55.0 (+1.69%) ,1.4,10.40,14.5,5.9,38.90,43.64,(連),3.63,,,,,
2026-08-21,2499,日本和装ＨＬＤＧ,東S,292,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2501,サッポロビール,東P,"1,916.5",+4.5 (+0.24%) ,3.41,38.31,9.4,4.82,24.24,96.13,(連),0.94,530.49,0.00,"1,116.03",636.31,-1.42
2026-08-21,2502,アサヒグループＨＬＤＧ,東P,"1,680.5",+9.0 (+0.54%) ,0.82,20.67,4.3,6.42,55.97,-32.85,(連),3.09,128.80,0.22,-0.77,-8.39,3.51
2026-08-21,2503,キリンＨＬＤＧ,東P,"3,038",+6.0 (+0.20%) ,,,,,,,,,217.50,0.72,1.31,12.65,3.66
2026-08-21,250A,シマダヤ,東S,"1,620",0.0 (0.00%) ,1.26,9.47,14.2,9.18,0.00,12.32,(連),3.21,,,,,
2026-08-21,2510,ＮＦ国内債券ＢＰＩ総合連動,東ETF,803.7,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2511,ＮＦ外国債券ヘッジなし,東ETF,"1,188",+5.0 (+0.42%) ,,,,,,,,,,,,,
2026-08-21,2512,ＮＦ外国債券ヘッジあり,東ETF,729.3,-0.4 (-0.05%) ,,,,,,,,,,,,,
2026-08-21,2513,ＮＦ外国株式ヘッジなし,東ETF,"3,621",-13.0 (-0.36%) ,,,,,,,,,,,,,
2026-08-21,2514,ＮＦ外国株式ヘッジあり,東ETF,"2,040",-15.0 (-0.73%) ,,,,,,,,,,,,,
2026-08-21,2515,ＮＦ外国ＲＥＩＴヘッジなし,東ETF,"1,704",+2.0 (+0.12%) ,,,,,,,,,,,,,
2026-08-21,2516,東証グロース２５０ＥＴＦ,東ETF,610,-5.4 (-0.88%) ,,,,,,,,,,,,,
2026-08-21,2517,ＭＸＳ　Ｊリート・コア,東ETF,"1,093",-3.5 (-0.32%) ,,,,,,,,,,,,,
2026-08-21,2518,ＮＦ日本株女性活躍連動型,東ETF,"2,385",-50.0 (-2.05%) ,,,,,,,,,,,,,
2026-08-21,2519,ＮＦ新興国債券ヘッジなし,東ETF,"1,203",+0.5 (+0.04%) ,,,,,,,,,,,,,
2026-08-21,2520,ＮＦ新興国株式ヘッジなし,東ETF,"2,381",+29.0 (+1.23%) ,,,,,,,,,,,,,
2026-08-21,2521,上場米国株式為替ヘッジあり,東ETF,"2,161",-20.0 (-0.92%) ,,,,,,,,,,,,,
2026-08-21,2522,ｉＳロボット,東ETF,"8,976",+1.0 (+0.01%) ,,,,,,,,,,,,,
2026-08-21,2523,ＭＸＳトピックス除く金融,東ETF,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2524,ＮＺＡＭ　ＴＯＰＩＸ,東ETF,"4,160",+7.0 (+0.17%) ,,,,,,,,,,,,,
2026-08-21,2525,ＮＺＡＭ日経２２５,東ETF,"66,460",-240.0 (-0.36%) ,,,,,,,,,,,,,
2026-08-21,2526,ＮＺＡＭ　ＪＰＸ日経４００,東ETF,"37,140",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2527,ＮＺＡＭ東証ＲＥＩＴ　Ｃｏｒｅ,東ETF,"1,105",-6.0 (-0.54%) ,,,,,,,,,,,,,
2026-08-21,2528,ｉＦ東証ＲＥＩＴ　Ｃｏｒｅ,東ETF,"1,100",-6.0 (-0.54%) ,,,,,,,,,,,,,
2026-08-21,2529,ＮＦ野村株主還元７０連動型,東ETF,"2,382",+24.0 (+1.02%) ,,,,,,,,,,,,,
2026-08-21,252A,ウェッジ,東PRO,--,-- (--%) ,1.82,20.41,9.4,3.55,0.00,11.11,(連),0.49,,,,,
2026-08-21,2530,ＭＸＳ中国上海１８０Ａ株,東ETF,"17,595",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2531,宝ＨＬＤＧ,東P,"2,182",-13.0 (-0.59%) ,1.62,36.05,4.6,4.33,62.72,-23.98,(連),1.42,,,,,
2026-08-21,2533,オエノンＨＬＤＧ,東P,479,+6.0 (+1.27%) ,,,,,,,,,,,,,
2026-08-21,253A,ＥＴＳグループ,東S,"1,037",+6.0 (+0.58%) ,1.92,14.16,14.5,6.37,0.00,121.15,(連),1.64,,,,,
2026-08-21,254A,ＡＩ　フュージョンキャピタルグ,東S,"1,164",-26.0 (-2.18%) ,,,,,,,,,,,,,
2026-08-21,2551,マルサンアイ,名M,"3,590",+15.0 (+0.42%) ,1.15,11.37,10.6,2.61,12.26,-22.84,(連),1.39,,,,,
2026-08-21,2552,上場Ｊリート隔月分配型ミニ,東ETF,"1,934",-13.0 (-0.67%) ,,,,,,,,,,,,,
2026-08-21,2553,Ｏｎｅ南方中国Ａ株ＣＳＩ５００,東ETF,"2,448",+9.0 (+0.37%) ,,,,,,,,,,,,,
2026-08-21,2554,ＮＦ米国社債１０年ヘッジ,東ETF,749.9,-0.1 (-0.01%) ,,,,,,,,,,,,,
2026-08-21,2555,東証ＲＥＩＴ　ＥＴＦ,東ETF,"1,858",-3.0 (-0.16%) ,,,,,,,,,,,,,
2026-08-21,2556,Ｏｎｅ東証ＲＥＩＴ,東ETF,"1,857.5",-5.5 (-0.30%) ,,,,,,,,,,,,,
2026-08-21,2557,ＳＭＤＡＭトピックス上場投信,東ETF,"4,107",+7.0 (+0.17%) ,,,,,,,,,,,,,
2026-08-21,2558,ＭＡＸＩＳ米株ＳＰ５００,東ETF,"3,500",-20.0 (-0.57%) ,,,,,,,,,,,,,
2026-08-21,2559,ＭＡＸＩＳ全世界株式,東ETF,"2,997",-3.0 (-0.10%) ,,,,,,,,,,,,,
2026-08-21,255A,ジーエルテクノＨＬＤＧ,東S,"5,090",-110.0 (-2.12%) ,1.34,12.40,11.4,15.07,42.39,16.53,(連),2.42,,,,,
2026-08-21,2560,ＭＡＸＩＳカーボン日本株,東ETF,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2561,ｉＳコア日本国債ＥＴＦ,東ETF,"1,986",+1.0 (+0.05%) ,,,,,,,,,,,,,
2026-08-21,2562,上場米株ダウ平均為替ヘッジあり,東ETF,"3,671",-47.0 (-1.26%) ,,,,,,,,,,,,,
2026-08-21,2563,ｉＳＳＰ５百米株ヘジ,東ETF,403.9,-3.9 (-0.96%) ,,,,,,,,,,,,,
2026-08-21,2564,ＧＸスーパーディビ,東ETF,"3,670",+99.0 (+2.77%) ,,,,,,,,,,,,,
2026-08-21,2565,ＧＸロジＪリート,東ETF,890,-8.0 (-0.89%) ,,,,,,,,,,,,,
2026-08-21,2566,上場日経 ＥＳＧリート,東ETF,"1,021",-7.0 (-0.68%) ,,,,,,,,,,,,,
2026-08-21,2567,ＮＺＡＭ　カーボン,東ETF,536,+10.0 (+1.90%) ,,,,,,,,,,,,,
2026-08-21,2568,上場ＮＳＱ１００ヘ無,東ETF,"7,982",-108.0 (-1.33%) ,,,,,,,,,,,,,
2026-08-21,2569,上場ＮＳＱ１００ヘ有,東ETF,"4,278",-41.0 (-0.95%) ,,,,,,,,,,,,,
2026-08-21,256A,飛島ＨＬＤＧ,東P,"2,135",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2573,北海道コカ・コーラボトリング,東S,"4,010",+20.0 (+0.50%) ,1.26,32.66,3.9,4.44,0.00,16.79,(連),0.75,,,,,
2026-08-21,2579,コカ・コーラボトラーズＪＰＨＤ,東P,"3,863",-6.0 (-0.16%) ,,,,,,,,,145.99,-0.18,-0.55,17.91,1.13
2026-08-21,257A,ＳＭＴ日本株厳選投資アクティブ,東ETF,"3,372",-18.0 (-0.53%) ,,,,,,,,,,,,,
2026-08-21,2585,ライフドリンク　カンパニー,東P,"1,602",-26.0 (-1.60%) ,5.05,24.10,22.6,10.12,0.00,10.27,(連),0.87,82.97,0.79,-5.28,-14.68,29.39
2026-08-21,2586,フルッタフルッタ,東G,80,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2587,サントリービバレッジ＆フード,東P,"4,571",0.0 (0.00%) ,1.07,15.92,7.0,8.67,57.14,-8.73,(連),2.63,290.51,13.38,-0.13,-12.35,4.47
2026-08-21,2588,プレミアムウォーターＨＬＤＧ,東S,"3,755",+130.0 (+3.59%) ,3.58,13.28,29.6,15.75,0.00,32.48,(連),3.06,,,,,
2026-08-21,258A,ＳＭＴ国内リート厳選アクティブ,東ETF,"2,078",-8.0 (-0.38%) ,,,,,,,,,,,,,
2026-08-21,2590,ダイドーグループＨＬＤＧ,東P,"3,025",+32.0 (+1.07%) ,,,,,,,,,167.20,-0.15,8.54,147.22,3.83
2026-08-21,2593,伊藤園,東P,"2,970",-6.0 (-0.20%) ,1.94,110.53,2.0,4.36,14.45,1.28,(連),1.62,97.67,0.12,-9.75,-26.21,1.89
2026-08-21,2594,キーコーヒー,東P,"2,027",+4.0 (+0.20%) ,1.37,43.93,3.2,1.16,0.00,107.23,(連),0.59,,,,,
2026-08-21,2597,ユニカフェ,東S,"1,192",+10.0 (+0.85%) ,2.25,23.66,9.9,4.42,0.00,32.84,(連),0.84,,,,,
2026-08-21,259A,ケイ・ウノ,名N,"1,720",0.0 (0.00%) ,1.43,78.65,2.0,1.46,0.00,-67.95,(連),0.00,,,,,
2026-08-21,2602,日清オイリオグループ,東P,"2,067",+30.0 (+1.47%) ,0.9,8.12,12.1,3.07,29.74,-11.38,(連),2.90,113.70,-0.32,-18.23,-37.20,6.27
2026-08-21,2607,不二製油,東P,"4,612",+124.0 (+2.76%) ,1.65,35.59,5.0,3.86,67.77,239.57,(連),1.13,276.21,0.14,0.28,0.78,6.98
2026-08-21,2612,かどや製油,東S,"1,751",+1.0 (+0.06%) ,1.29,17.75,7.5,9.54,18.53,19.62,(連),2.61,,,,,
2026-08-21,2613,Ｊ―オイルミルズ,東P,"2,226",+14.0 (+0.63%) ,0.67,15.50,4.4,1.94,0.00,-42.37,(連),3.14,,,,,
2026-08-21,261A,日水コン,東S,"1,962",+11.0 (+0.56%) ,1.55,13.34,11.9,9.74,0.00,15.22,(連),3.77,,,,,
2026-08-21,2620,ｉＳ米国債 １−３ 年,東ETF,369.4,+1.2 (+0.33%) ,,,,,,,,,,,,,
2026-08-21,2621,ｉＳ米国債 ２０年超ヘッジ,東ETF,997,-7.0 (-0.70%) ,,,,,,,,,,,,,
2026-08-21,2622,ｉＳ米ドル建て新興国債ヘッジ,東ETF,"1,704",-6.0 (-0.35%) ,,,,,,,,,,,,,
2026-08-21,2623,ｉＳユーロ建て投資社債 ヘッジ,東ETF,"1,938",+3.0 (+0.16%) ,,,,,,,,,,,,,
2026-08-21,2624,ｉＦ日経２２５（年４回決算型）,東ETF,"6,650",+6.0 (+0.09%) ,,,,,,,,,,,,,
2026-08-21,2625,ｉＦＴＯＰＩＸ（年４回決算型）,東ETF,"4,077",+11.0 (+0.27%) ,,,,,,,,,,,,,
2026-08-21,2626,ＧＸデジタルイノベーション,東ETF,"3,273",-22.0 (-0.67%) ,,,,,,,,,,,,,
2026-08-21,2627,ＧＸｅコマース,東ETF,"1,585",-12.0 (-0.75%) ,,,,,,,,,,,,,
2026-08-21,2628,ｉＦ中国科創板５０,東ETF,"3,999",+99.0 (+2.54%) ,,,,,,,,,,,,,
2026-08-21,2629,ｉＦ中国ＧＢＡ１００,東ETF,"3,640",+9.0 (+0.25%) ,,,,,,,,,,,,,
2026-08-21,262A,インターメスティック,東P,"1,850",-25.0 (-1.33%) ,2.18,13.74,16.8,11.94,0.00,22.57,(連),2.38,174.15,0.37,-3.53,18.84,39.39
2026-08-21,2630,ＭＡＸＩＳ米株Ｓ＆Ｐ５００,東ETF,"16,165",-20.0 (-0.12%) ,,,,,,,,,,,,,
2026-08-21,2631,ＭＡＸＩＳナスダック１００,東ETF,"33,320",-210.0 (-0.63%) ,,,,,,,,,,,,,
2026-08-21,2632,ＭＡＸＩＳナスダック１００ヘ,東ETF,"17,845",-160.0 (-0.89%) ,,,,,,,,,,,,,
2026-08-21,2633,ＮＦ　Ｓ＆Ｐ５００ ヘッジなし,東ETF,562,-3.3 (-0.58%) ,,,,,,,,,,,,,
2026-08-21,2634,ＮＦ　Ｓ＆Ｐ５００ ヘッジあり,東ETF,"3,160",-31.0 (-0.97%) ,,,,,,,,,,,,,
2026-08-21,2636,ＧＸ ガバナンス・クオリティ,東ETF,"4,920",-16.0 (-0.32%) ,,,,,,,,,,,,,
2026-08-21,2637,ＧＸ　クリーンテック,東ETF,"2,712",+26.0 (+0.97%) ,,,,,,,,,,,,,
2026-08-21,2638,ＧＸ ロボティクス＆ＡＩ,東ETF,"2,659",-25.0 (-0.93%) ,,,,,,,,,,,,,
2026-08-21,2639,ＧＸ バイオ＆メドテック,東ETF,"1,767",-33.0 (-1.83%) ,,,,,,,,,,,,,
2026-08-21,263A,デジタルキューブ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2640,ＧＸ ゲーム＆アニメ,東ETF,"4,119",-113.0 (-2.67%) ,,,,,,,,,,,,,
2026-08-21,2641,ＧＸグローバルリーダーズ,東ETF,"4,506",-5.0 (-0.11%) ,,,,,,,,,,,,,
2026-08-21,2642,ＳＭＴカーボンエフィシェント,東ETF,"53,430",+190.0 (+0.36%) ,,,,,,,,,,,,,
2026-08-21,2643,ＮＦＭＳＣＩジャパンセレクト,東ETF,"4,252",-21.0 (-0.49%) ,,,,,,,,,,,,,
2026-08-21,2644,ＧＸ　半導体関連,東ETF,"3,970",+28.0 (+0.71%) ,,,,,,,,,,,,,
2026-08-21,2645,ＧＸ　レジャー＆エンターテイン,東ETF,"3,069",-14.0 (-0.45%) ,,,,,,,,,,,,,
2026-08-21,2646,ＧＸ　メタルビジネス,東ETF,"3,787",-53.0 (-1.38%) ,,,,,,,,,,,,,
2026-08-21,2647,ＮＦ米国債７―１０年ヘッジなし,東ETF,"5,879",-12.0 (-0.20%) ,,,,,,,,,,,,,
2026-08-21,2648,ＮＦ米国債７―１０年ヘッジあり,東ETF,"3,352",-10.0 (-0.30%) ,,,,,,,,,,,,,
2026-08-21,2649,ｉＳ米国政府系機関ジニ　ヘッジ,東ETF,579.3,-0.7 (-0.12%) ,,,,,,,,,,,,,
2026-08-21,264A,Ｓｃｈｏｏ,東G,333,-16.0 (-4.58%) ,2.22,23.27,14.0,8.63,0.00,196.55,(単),0.00,,,,,
2026-08-21,2652,まんだらけ,東S,428,-1.0 (-0.23%) ,1.17,12.46,9.8,11.8,16.07,-14.84,(単),0.23,,,,,
2026-08-21,2653,イオン九州,東S,"2,823",+2.0 (+0.07%) ,1.6,16.13,10.4,1.96,0.00,4.39,(連),1.77,,,,,
2026-08-21,2654,アスモ,東S,426,+1.0 (+0.24%) ,0.82,12.32,6.9,3.07,12.30,120.13,(連),2.35,,,,,
2026-08-21,2656,ベクターＨＬＤＧ,東S,189,-11.0 (-5.50%) ,,,,,,,,,,,,,
2026-08-21,2659,サンエー,東P,"3,365",0.0 (0.00%) ,1.33,19.49,7.0,6.95,0.00,1.72,(連),3.71,188.30,1.97,1.35,0.11,4.69
2026-08-21,265A,Ｈｍｃｏｍｍ,東G,709,+6.0 (+0.85%) ,1.7,156.51,1.1,3.42,0.00,-45.83,(単),0.00,,,,,
2026-08-21,2664,カワチ薬品,東P,"3,785",-15.0 (-0.39%) ,0.73,26.41,2.8,2.38,0.00,-5.31,(連),2.64,,,,,
2026-08-21,2666,オートウェーブ,東S,180,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2667,イメージワン,東S,102,-3.0 (-2.86%) ,,,,,,,,,,,,,
2026-08-21,2668,タビオ,東S,"1,272",0.0 (0.00%) ,1.61,15.17,11.2,5.25,0.00,21.49,(連),2.36,,,,,
2026-08-21,2669,カネ美食品,東S,"4,000",0.0 (0.00%) ,1.27,21.17,6.1,3.18,0.00,-7.40,(単),0.95,,,,,
2026-08-21,266A,グローカルマーケティング,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2670,エービーシー・マート,東P,"2,793.5",-14.0 (-0.50%) ,1.74,14.92,12.1,16.71,28.14,3.93,(連),2.68,191.46,6.39,-0.10,-0.89,3.83
2026-08-21,2673,夢みつけ隊,東S,118,+2.0 (+1.72%) ,0.41,7.71,5.8,8.29,0.00,71.43,(連),0.00,,,,,
2026-08-21,2674,ハードオフコーポレーション,東P,"2,725",-68.0 (-2.43%) ,1.88,15.04,13.1,8.62,0.00,2.53,(連),3.12,,,,,
2026-08-21,2676,高千穂交易,東P,"2,080",+1.0 (+0.05%) ,2.21,27.41,8.2,7.11,28.39,20.16,(連),3.65,,,,,
2026-08-21,2678,アスクル,東P,"1,280",+2.0 (+0.16%) ,,,,,,,,,52.21,-0.20,-1.73,-45.79,-0.07
2026-08-21,267A,トワライズ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2681,ゲオＨＬＤＧ,東P,"2,352",+29.0 (+1.25%) ,0.95,10.70,9.3,2.96,10.02,25.56,(連),1.45,,,,,
2026-08-21,2683,魚喜,東S,"1,010",-2.0 (-0.20%) ,2.82,83.06,3.5,0.93,0.00,-14.29,(連),0.99,,,,,
2026-08-21,2685,アンドエスティＨＤ,東P,"3,535",+45.0 (+1.29%) ,,,,,,,,,248.26,0.68,0.47,-3.81,3.79
2026-08-21,2687,シー・ヴイ・エス・ベイエリア,東S,505,-2.0 (-0.39%) ,,,,,,,,,,,,,
2026-08-21,2689,オルバヘルスケアＨＬＤＧ,東S,"1,873",-3.0 (-0.16%) ,,,,,,,,,,,,,
2026-08-21,268A,リガク・ＨＬＤＧ,東P,"1,701",-68.0 (-3.84%) ,4.35,33.89,13.4,17.74,36.59,-11.16,(連),1.11,60.05,1.50,-0.06,-6.46,6.15
2026-08-21,2693,ＹＫＴ,東S,300,0.0 (0.00%) ,0.44,62.50,0.7,-1.49,72.18,-131.47,(連),1.67,,,,,
2026-08-21,2694,焼肉坂井ＨＬＤＧ,東S,72,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2695,くら寿司,東P,"1,729",+10.0 (+0.58%) ,,,,,,,,,41.51,-4.86,-4.44,-22.10,5.22
2026-08-21,2698,キャンドゥ,東S,"3,675",+45.0 (+1.24%) ,5.58,131.77,4.3,1.76,0.00,67.80,(連),0.46,,,,,
2026-08-21,269A,Ｓａｐｅｅｔ,東G,"2,685",-59.0 (-2.15%) ,8.5,59.34,21.2,5.52,0.00,260.71,(単),0.00,,,,,
2026-08-21,2700,木徳神糧,東S,"1,790",-5.0 (-0.28%) ,,,,,,,,,134.40,-0.17,-39.39,-63.64,24.35
2026-08-21,2702,日本マクドナルドＨＬＤＧ,東S,"8,070",+70.0 (+0.88%) ,3.83,31.64,12.7,12.78,0.00,9.84,(連),0.69,271.87,4.46,-0.59,4.73,1.06
2026-08-21,2705,大戸屋ＨＬＤＧ,東S,"9,240",+80.0 (+0.87%) ,16.32,54.35,28.7,5.78,10.71,28.03,(連),0.22,,,,,
2026-08-21,2708,久世,東S,"1,888",+12.0 (+0.64%) ,,,,,,,,,,,,,
2026-08-21,271A,アクセリア,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2721,ジェイＨＬＤＧ,東S,112,+3.0 (+2.75%) ,,,,,,,,,,,,,
2026-08-21,2722,ＩＫＨＬＤＧ,東S,359,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2726,パルグループＨＬＤＧ,東P,"1,524",-8.0 (-0.52%) ,3.17,14.94,22.9,11.57,0.00,13.37,(連),2.62,109.22,1.98,-0.90,-3.62,9.42
2026-08-21,2730,エディオン,東P,"2,547",-15.0 (-0.59%) ,1.15,17.40,6.8,3.25,0.00,9.40,(連),1.88,148.50,11.80,0.00,11.81,2.88
2026-08-21,2733,あらた,東P,"2,683",+24.0 (+0.90%) ,0.72,8.86,8.4,1.31,0.00,-13.34,(連),4.17,218.10,-0.44,-13.39,-44.16,2.20
2026-08-21,2734,サーラコーポレーション,東P,"1,232",+4.0 (+0.33%) ,,,,,,,,,,,,,
2026-08-21,2735,ワッツ,東S,717,+3.0 (+0.42%) ,0.73,10.86,6.8,2.3,0.00,16.37,(連),3.21,67.80,3.86,9.68,21.43,1.85
2026-08-21,2736,フェスタリアＨＬＤＧ,東S,670,+3.0 (+0.45%) ,1.44,13.54,11.3,3.07,0.00,25.66,(連),1.04,,,,,
2026-08-21,2737,トーメンデバイス,東P,"28,350",-620.0 (-2.14%) ,3.25,19.25,18.4,2.96,80.18,80.59,(連),1.90,,,,,
2026-08-21,273A,ＳＢＩサウジアラビア株式上場投,東ETF,"10,000",+70.0 (+0.70%) ,,,,,,,,,,,,,
2026-08-21,2742,ハローズ,東P,"3,945",-25.0 (-0.63%) ,1.08,9.37,12.2,5.53,0.00,2.15,(単),1.77,,,,,
2026-08-21,2747,北雄ラッキー,東S,"3,165",0.0 (0.00%) ,0.68,36.92,1.9,0.61,0.00,8.29,(単),1.58,,,,,
2026-08-21,2749,ＪＰ　ＨＬＤＧ,東P,660,0.0 (0.00%) ,,,,,,,,,48.10,-3.49,0.00,2.33,2.94
2026-08-21,274A,ガーデン,東S,"2,368",+11.0 (+0.47%) ,2.2,26.27,8.0,7.27,0.00,-29.67,(単),4.22,,,,,
2026-08-21,2750,石光商事,東S,"1,350",+16.0 (+1.20%) ,0.78,8.27,9.9,3.54,19.67,61.75,(連),3.33,,,,,
2026-08-21,2751,テンポスＨＬＤＧ,東S,"3,750",-10.0 (-0.27%) ,2.53,23.85,11.3,5.41,0.00,8.26,(連),0.24,,,,,
2026-08-21,2752,フジオフードグループ本社,東P,"1,124",+5.0 (+0.45%) ,6.64,638.64,1.0,2.27,0.00,-42.14,(連),0.27,3.10,4.74,35.94,-74.41,2.02
2026-08-21,2753,あみやき亭,東P,"1,391",-6.0 (-0.43%) ,1.27,22.49,5.7,5.86,0.00,-14.01,(連),2.44,70.60,1.40,5.83,-18.06,7.72
2026-08-21,275A,ハンワホームズ,名N,365,-21.0 (-5.44%) ,3.87,11.22,48.4,4.84,0.00,505.88,(単),0.00,,,,,
2026-08-21,2760,東京エレクトロン　デバイス,東P,"3,970",-45.0 (-1.12%) ,2.21,14.93,15.6,5.03,20.42,-14.59,(連),2.70,332.40,0.48,14.52,14.52,6.84
2026-08-21,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ,東S,71,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,2764,ひらまつ,東S,151,+2.0 (+1.34%) ,1.74,48.55,3.7,2.02,0.00,17.92,(連),0.00,,,,,
2026-08-21,2767,円谷フィールズＨＬＤＧ,東P,"2,540",+74.0 (+3.00%) ,2.59,12.11,23.3,10.02,0.00,7.83,(連),2.76,224.10,1.60,7.59,4.81,20.96
2026-08-21,2768,双日,東P,"5,624",+100.0 (+1.81%) ,,,,,,,,,614.72,0.37,0.11,6.10,9.16
2026-08-21,2769,ヴィレッジヴァンガードコーポレ,東S,905,+1.0 (+0.11%) ,,,,,,,,,,,,,
2026-08-21,276A,ククレブ・アドバイザーズ,東G,"3,575",+20.0 (+0.56%) ,,,,,,,,,,,,,
2026-08-21,2776,新都ＨＬＤＧ,東S,95,0.0 (0.00%) ,1.54,42.99,4.1,2.12,27.06,"1,008.16",(連),0.00,,,,,
2026-08-21,2778,パレモＨＬＤＧ,東S,113,+2.0 (+1.80%) ,1.03,63.48,1.4,1.35,0.00,9.26,(連),0.00,,,,,
2026-08-21,277A,グロービング,東P,"1,846",-12.0 (-0.65%) ,,,,,,,,,120.10,1.28,-3.89,9.78,39.79
2026-08-21,2780,コメ兵ＨＬＤＧ,東S,"5,140",-170.0 (-3.20%) ,1.51,10.28,15.7,4.19,12.14,40.82,(連),2.06,652.00,0.27,2.40,14.78,30.06
2026-08-21,2782,セリア,東S,"4,250",-55.0 (-1.28%) ,2.87,19.40,14.6,8.2,0.00,25.27,(単),1.76,247.95,1.32,0.55,29.54,8.39
2026-08-21,2784,アルフレッサＨＬＤＧ,東P,"2,337",+17.0 (+0.73%) ,0.84,10.18,8.4,1.17,0.00,-4.57,(連),2.91,135.63,-0.42,-4.13,-15.42,3.44
2026-08-21,2788,アップルインターナショナル,東S,413,0.0 (0.00%) ,0.52,6.73,7.9,1.39,65.18,-63.65,(連),2.42,,,,,
2026-08-21,2789,カルラ,東S,474,-1.0 (-0.21%) ,1.25,11.39,11.5,4.06,0.00,-16.71,(連),1.05,,,,,
2026-08-21,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,東G,"13,960",-100.0 (-0.71%) ,,,,,,,,,,,,,
2026-08-21,2790,ナフコ,東S,"2,149",+2.0 (+0.09%) ,0.35,236.41,0.1,0.93,0.00,11.96,(単),2.70,,,,,
2026-08-21,2791,大黒天物産,東P,"4,545",-75.0 (-1.62%) ,,,,,,,,,320.60,0.69,1.54,-62.92,7.26
2026-08-21,2792,ハニーズＨＬＤＧ,東P,"1,449",-1.0 (-0.07%) ,,,,,,,,,,,,,
2026-08-21,2795,日本プリメックス,東S,--,-- (--%) ,0.6,11.30,5.5,6.89,7.09,15.07,(連),2.57,,,,,
2026-08-21,2796,ファーマライズホールディングス,東S,500,+1.0 (+0.20%) ,0.84,49.95,1.7,1.41,0.00,425.74,(連),2.80,,,,,
2026-08-21,2798,ワイズテーブルコーポレーション,東S,"3,055",+5.0 (+0.16%) ,11.41,49.09,26.3,1.91,0.00,39.11,(連),0.00,,,,,
2026-08-21,279A,インターグ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,2801,キッコーマン,東P,"1,837.5",-0.5 (-0.03%) ,3.04,27.85,11.5,10.19,77.82,0.38,(連),1.36,70.85,3.52,0.37,5.86,7.31
2026-08-21,2802,味の素,東P,"5,396",+47.0 (+0.88%) ,,,,,,,,,142.06,14.08,0.31,-1.94,6.18
2026-08-21,2804,ブルドックソース,東P,"1,845",+1.0 (+0.05%) ,0.92,9.70,10.5,4.17,4.75,52.55,(連),2.44,,,,,
2026-08-21,2805,エスビー食品,東S,"6,800",+20.0 (+0.29%) ,,,,,,,,,339.18,-7.98,0.92,10.00,4.54
2026-08-21,2806,ユタカフーズ,東S,"1,888",-1.0 (-0.05%) ,0.57,64.20,0.9,0.95,0.00,-63.62,(単),2.12,,,,,
2026-08-21,2809,キユーピー,東P,"4,779",-18.0 (-0.38%) ,2.05,21.66,9.7,6.74,19.54,1.40,(連),1.34,187.25,-1.69,0.18,1.60,4.21
2026-08-21,280A,ＴＭＨ,東G,"1,144",-28.0 (-2.39%) ,2.97,16.89,17.5,4.11,85.85,10.46,(連),0.00,,,,,
2026-08-21,2810,ハウス食品グループ本社,東P,"3,766",+4.0 (+0.11%) ,1.17,47.24,2.5,5.76,25.71,-8.71,(連),1.86,195.85,0.13,11.69,-3.70,0.96
